CARD_NUMBER,CARD_EXPIRY,TRACK2_DATA,PIN_BLOCK,ACCOUNT_NUMBER
4000000000000707,2707,4000000000000707=27071011234500001,048831C25226580C,00000000000000000707
4000000000000708,2605,4000000000000708=26051011234500001,04DF02835B31483D,00000000000000000708
4000000000000709,2801,4000000000000709=28011011234500001,040A51FD02C80FC3,00000000000000000709
4000000000000710,3010,4000000000000710=30101011234500001,04F0400201B43B48,00000000000000000710
4000000000000711,2503,4000000000000711=25031011234500001,0460055D649F2A4D,00000000000000000711
4000000000000712,2609,4000000000000712=26091011234500001,04262EB60B0A7414,00000000000000000712
4000000000000713,2701,4000000000000713=27011011234500001,04EA1B8F0C36313D,00000000000000000713
4000000000000714,2801,4000000000000714=28011011234500001,042F632B00C55C35,00000000000000000714
4000000000000715,3012,4000000000000715=30121011234500001,04351E2863220322,00000000000000000715
4000000000000716,2504,4000000000000716=25041011234500001,049D46F44176566A,00000000000000000716
4000000000000717,2511,4000000000000717=25111011234500001,04D46BB64C233DD8,00000000000000000717
4000000000000718,2912,4000000000000718=29121011234500001,04013CD26AF718E2,00000000000000000718
4000000000000719,2708,4000000000000719=27081011234500001,048922147D672609,00000000000000000719
4000000000000720,2609,4000000000000720=26091011234500001,04367AF341F46032,00000000000000000720
4000000000000721,2611,4000000000000721=26111011234500001,048005EE3382169C,00000000000000000721
4000000000000722,2501,4000000000000722=25011011234500001,04E73DEC21521B5F,00000000000000000722
4000000000000723,3009,4000000000000723=30091011234500001,044F722A5D7A0D85,00000000000000000723
4000000000000724,3003,4000000000000724=30031011234500001,04F874C00706450B,00000000000000000724
4000000000000725,3005,4000000000000725=30051011234500001,04FA64BB75F25431,00000000000000000725
4000000000000726,2907,4000000000000726=29071011234500001,04601A153C7E37A8,00000000000000000726
4000000000000727,2607,4000000000000727=26071011234500001,04252710575A3885,00000000000000000727
4000000000000728,2805,4000000000000728=28051011234500001,048B085B0F9E5A39,00000000000000000728
4000000000000729,2903,4000000000000729=29031011234500001,0441070D68B7002A,00000000000000000729
4000000000000730,3005,4000000000000730=30051011234500001,045E2695460E790A,00000000000000000730
4000000000000731,2612,4000000000000731=26121011234500001,04514A5A76536296,00000000000000000731
4000000000000732,2912,4000000000000732=29121011234500001,0481410E17456967,00000000000000000732
4000000000000733,2607,4000000000000733=26071011234500001,04A1286E557C1715,00000000000000000733
4000000000000734,2802,4000000000000734=28021011234500001,046C2D143A8F293B,00000000000000000734
4000000000000735,2704,4000000000000735=27041011234500001,047D5896041C12C7,00000000000000000735
4000000000000736,2509,4000000000000736=25091011234500001,046A6891250D731F,00000000000000000736
4000000000000737,2707,4000000000000737=27071011234500001,04D04FF13CCA1F43,00000000000000000737
4000000000000738,2610,4000000000000738=26101011234500001,049B2E1D20552D38,00000000000000000738
4000000000000739,3001,4000000000000739=30011011234500001,0432581665AF2D5F,00000000000000000739
4000000000000740,3005,4000000000000740=30051011234500001,049663DF1D3C1D05,00000000000000000740
4000000000000741,2901,4000000000000741=29011011234500001,04CA61DB44476057,00000000000000000741
4000000000000742,2508,4000000000000742=25081011234500001,04314F543F0053DE,00000000000000000742
4000000000000743,2505,4000000000000743=25051011234500001,0416107B69EC7441,00000000000000000743
4000000000000744,3007,4000000000000744=30071011234500001,04A801D641B547D6,00000000000000000744
4000000000000745,3012,4000000000000745=30121011234500001,046E200E4CB00791,00000000000000000745
4000000000000746,2707,4000000000000746=27071011234500001,0411717743D07248,00000000000000000746
4000000000000747,2908,4000000000000747=29081011234500001,04E52F0665ED221B,00000000000000000747
4000000000000748,2610,4000000000000748=26101011234500001,04DF17914D260924,00000000000000000748
4000000000000749,2904,4000000000000749=29041011234500001,04D545396B9544D8,00000000000000000749
4000000000000750,2603,4000000000000750=26031011234500001,04E82A165EAE69EB,00000000000000000750
4000000000000751,2703,4000000000000751=27031011234500001,0431639E3B270C52,00000000000000000751
4000000000000752,3007,4000000000000752=30071011234500001,0424068614F404CF,00000000000000000752
4000000000000753,2805,4000000000000753=28051011234500001,047626C144D62C89,00000000000000000753
4000000000000754,3012,4000000000000754=30121011234500001,041D1D1223F67472,00000000000000000754
4000000000000755,2604,4000000000000755=26041011234500001,04D942A1234577AE,00000000000000000755
4000000000000756,2705,4000000000000756=27051011234500001,04D3085E5DE66242,00000000000000000756
4000000000000757,2902,4000000000000757=29021011234500001,04FB096E7FE16A02,00000000000000000757
4000000000000758,2709,4000000000000758=27091011234500001,047671D73F06515A,00000000000000000758
4000000000000759,2505,4000000000000759=25051011234500001,044A776B5DC40BC4,00000000000000000759
4000000000000760,3004,4000000000000760=30041011234500001,04495C974F935973,00000000000000000760
4000000000000761,3011,4000000000000761=30111011234500001,04E114D654A80EEC,00000000000000000761
4000000000000762,2909,4000000000000762=29091011234500001,048A60594187314D,00000000000000000762
4000000000000763,2811,4000000000000763=28111011234500001,047913A71B4E1127,00000000000000000763
4000000000000764,2704,4000000000000764=27041011234500001,043133DC328D1398,00000000000000000764
4000000000000765,2708,4000000000000765=27081011234500001,04D2118A6C640B4C,00000000000000000765
4000000000000766,2801,4000000000000766=28011011234500001,04EB11D01B7E7B3F,00000000000000000766
4000000000000767,2810,4000000000000767=28101011234500001,049C075842D7664D,00000000000000000767
4000000000000768,2806,4000000000000768=28061011234500001,048F751F654A5BAA,00000000000000000768
4000000000000769,2708,4000000000000769=27081011234500001,04C25E02120D1A49,00000000000000000769
4000000000000770,3006,4000000000000770=30061011234500001,040F51320811474B,00000000000000000770
4000000000000771,2502,4000000000000771=25021011234500001,04AB0DA66C795743,00000000000000000771
4000000000000772,3008,4000000000000772=30081011234500001,0489387C33D75A9B,00000000000000000772
4000000000000773,2510,4000000000000773=25101011234500001,04CB46486E942FBB,00000000000000000773
4000000000000774,3001,4000000000000774=30011011234500001,040247747B1A2B4B,00000000000000000774
4000000000000775,2812,4000000000000775=28121011234500001,04991A692E104410,00000000000000000775
4000000000000776,2508,4000000000000776=25081011234500001,04F913CE7E3B5B56,00000000000000000776
4000000000000777,2707,4000000000000777=27071011234500001,04C92A674CE63277,00000000000000000777
4000000000000778,2808,4000000000000778=28081011234500001,04CE3F815B6E3539,00000000000000000778
4000000000000779,2609,4000000000000779=26091011234500001,04521477159541EA,00000000000000000779
4000000000000780,2806,4000000000000780=28061011234500001,04B3150D59AC527A,00000000000000000780
4000000000000781,2811,4000000000000781=28111011234500001,04B51F9321A20F5D,00000000000000000781
4000000000000782,3004,4000000000000782=30041011234500001,04A52DF715EA2F49,00000000000000000782
4000000000000783,3003,4000000000000783=30031011234500001,047568AE6D3B231C,00000000000000000783
4000000000000784,2601,4000000000000784=26011011234500001,0496066E187425D6,00000000000000000784
4000000000000785,2708,4000000000000785=27081011234500001,04C278155295711E,00000000000000000785
4000000000000786,3007,4000000000000786=30071011234500001,04D478A4554209C2,00000000000000000786
4000000000000787,2505,4000000000000787=25051011234500001,04CE41C0254C11B2,00000000000000000787
4000000000000788,3012,4000000000000788=30121011234500001,0455583864A16FA4,00000000000000000788
4000000000000789,2603,4000000000000789=26031011234500001,04395DFD79F928CE,00000000000000000789
4000000000000790,2703,4000000000000790=27031011234500001,046839C36A8906A0,00000000000000000790
4000000000000791,2805,4000000000000791=28051011234500001,049A70C17FC128EA,00000000000000000791
4000000000000792,2609,4000000000000792=26091011234500001,04034C6859703986,00000000000000000792
4000000000000793,2811,4000000000000793=28111011234500001,04146C862172132D,00000000000000000793
4000000000000794,2504,4000000000000794=25041011234500001,049E7AF6327F02EB,00000000000000000794
4000000000000795,2704,4000000000000795=27041011234500001,0479527259A2395A,00000000000000000795
4000000000000796,3006,4000000000000796=30061011234500001,0460400447776B41,00000000000000000796
4000000000000797,2804,4000000000000797=28041011234500001,045D744730C406B5,00000000000000000797
4000000000000798,2602,4000000000000798=26021011234500001,040B2403039D79D5,00000000000000000798
4000000000000799,2709,4000000000000799=27091011234500001,04323D4B2E2323E0,00000000000000000799
4000000000000800,2612,4000000000000800=26121011234500001,04E52E3F0F94693C,00000000000000000800
4000000000000801,2912,4000000000000801=29121011234500001,0445561F0C561663,00000000000000000801
4000000000000802,2606,4000000000000802=26061011234500001,0490194F70E21D96,00000000000000000802
4000000000000803,2801,4000000000000803=28011011234500001,042B444A2F7B774E,00000000000000000803
4000000000000804,2612,4000000000000804=26121011234500001,0491495140991EB6,00000000000000000804
4000000000000805,2502,4000000000000805=25021011234500001,040420DE1F673545,00000000000000000805
4000000000000806,2502,4000000000000806=25021011234500001,04FB461A6D5C2208,00000000000000000806
4000000000000807,2806,4000000000000807=28061011234500001,04A35A7E11843CD2,00000000000000000807
4000000000000808,2704,4000000000000808=27041011234500001,0471451463B46FCA,00000000000000000808
4000000000000809,2606,4000000000000809=26061011234500001,04735DB34E1206C8,00000000000000000809
4000000000000810,2508,4000000000000810=25081011234500001,047D0E801C751501,00000000000000000810
4000000000000811,2807,4000000000000811=28071011234500001,04B5235262141F27,00000000000000000811
4000000000000812,2512,4000000000000812=25121011234500001,04F22F5F23A04F24,00000000000000000812
4000000000000813,2701,4000000000000813=27011011234500001,046A375A0B0367BF,00000000000000000813
4000000000000814,2903,4000000000000814=29031011234500001,04D0652B5B036074,00000000000000000814
4000000000000815,2707,4000000000000815=27071011234500001,040C7B9A0B1E587E,00000000000000000815
4000000000000816,2701,4000000000000816=27011011234500001,04E672233A8E7381,00000000000000000816
4000000000000817,3001,4000000000000817=30011011234500001,04DB68020CF67C32,00000000000000000817
4000000000000818,2511,4000000000000818=25111011234500001,042400D94D0E5246,00000000000000000818
4000000000000819,2609,4000000000000819=26091011234500001,0466075F5A87132A,00000000000000000819
4000000000000820,2510,4000000000000820=25101011234500001,04585B4752D068E8,00000000000000000820
4000000000000821,2902,4000000000000821=29021011234500001,04AB19FF5FF44DED,00000000000000000821
4000000000000822,3001,4000000000000822=30011011234500001,04CE6D917C5F45F1,00000000000000000822
4000000000000823,3002,4000000000000823=30021011234500001,04CB506A2BC9290E,00000000000000000823
4000000000000824,2802,4000000000000824=28021011234500001,04104643464B79AA,00000000000000000824
4000000000000825,3006,4000000000000825=30061011234500001,045427344E4D47C4,00000000000000000825
4000000000000826,2506,4000000000000826=25061011234500001,04AF75A453CD4BDB,00000000000000000826
4000000000000827,2602,4000000000000827=26021011234500001,048B41920F4A6DC6,00000000000000000827
4000000000000828,3011,4000000000000828=30111011234500001,04E4437E689B2B1A,00000000000000000828
4000000000000829,2910,4000000000000829=29101011234500001,043B633E5D5419A6,00000000000000000829
4000000000000830,2904,4000000000000830=29041011234500001,04661E6603466A74,00000000000000000830
4000000000000831,2804,4000000000000831=28041011234500001,04F90AC60B796F98,00000000000000000831
4000000000000832,2907,4000000000000832=29071011234500001,04C5596848034A0D,00000000000000000832
4000000000000833,2704,4000000000000833=27041011234500001,04D25C6159DE5169,00000000000000000833
4000000000000834,2808,4000000000000834=28081011234500001,043534AA189F5512,00000000000000000834
4000000000000835,2812,4000000000000835=28121011234500001,04E939DA53AE5B19,00000000000000000835
4000000000000836,2707,4000000000000836=27071011234500001,04853B57111B4310,00000000000000000836
4000000000000837,3004,4000000000000837=30041011234500001,046D3F333078344F,00000000000000000837
4000000000000838,2906,4000000000000838=29061011234500001,04B424FE591D348C,00000000000000000838
4000000000000839,2705,4000000000000839=27051011234500001,04EA141210BF6D9F,00000000000000000839
4000000000000840,2903,4000000000000840=29031011234500001,046912230138426C,00000000000000000840
4000000000000841,3012,4000000000000841=30121011234500001,04E5490A0D6A255B,00000000000000000841
4000000000000842,2702,4000000000000842=27021011234500001,04371BAB27BF5D98,00000000000000000842
4000000000000843,2702,4000000000000843=27021011234500001,04447C6F1762226A,00000000000000000843
4000000000000844,2809,4000000000000844=28091011234500001,04723280139A57DA,00000000000000000844
4000000000000845,2601,4000000000000845=26011011234500001,04EE752600702456,00000000000000000845
4000000000000846,2503,4000000000000846=25031011234500001,0400286B045110E4,00000000000000000846
4000000000000847,3001,4000000000000847=30011011234500001,0476355E28C37497,00000000000000000847
4000000000000848,2908,4000000000000848=29081011234500001,04321FC155D5080D,00000000000000000848
4000000000000849,2706,4000000000000849=27061011234500001,04FF134120B01FA6,00000000000000000849
4000000000000850,2610,4000000000000850=26101011234500001,04EB248B6FB00EFD,00000000000000000850
4000000000000851,2707,4000000000000851=27071011234500001,04A039F9166D4DB4,00000000000000000851
4000000000000852,2507,4000000000000852=25071011234500001,047927240C8973CC,00000000000000000852
4000000000000853,2910,4000000000000853=29101011234500001,041063AF6A0710BD,00000000000000000853
4000000000000854,2904,4000000000000854=29041011234500001,0406079C3E5E07CC,00000000000000000854
4000000000000855,3008,4000000000000855=30081011234500001,045D22616CD37F4F,00000000000000000855
4000000000000856,2801,4000000000000856=28011011234500001,048E17451BBB031D,00000000000000000856
4000000000000857,3011,4000000000000857=30111011234500001,04DC0C9B56EF218F,00000000000000000857
4000000000000858,2601,4000000000000858=26011011234500001,049E0E3E2CC6341C,00000000000000000858
4000000000000859,2911,4000000000000859=29111011234500001,04AC2A8476B95B0B,00000000000000000859
4000000000000860,2804,4000000000000860=28041011234500001,045D3AE6550E37E2,00000000000000000860
4000000000000861,3008,4000000000000861=30081011234500001,042A5FA9694A4E80,00000000000000000861
4000000000000862,2611,4000000000000862=26111011234500001,04583A54374E1C9B,00000000000000000862
4000000000000863,2905,4000000000000863=29051011234500001,046E4EC63CCF4792,00000000000000000863
4000000000000864,2606,4000000000000864=26061011234500001,044B1AB61F2C165B,00000000000000000864
4000000000000865,2905,4000000000000865=29051011234500001,04A64382255A4339,00000000000000000865
4000000000000866,2812,4000000000000866=28121011234500001,04DD101E099E5CBC,00000000000000000866
4000000000000867,2804,4000000000000867=28041011234500001,04E53AD15A876A42,00000000000000000867
4000000000000868,2705,4000000000000868=27051011234500001,040352281F724B66,00000000000000000868
4000000000000869,2604,4000000000000869=26041011234500001,04C55D8237FC6A36,00000000000000000869
4000000000000870,2605,4000000000000870=26051011234500001,048A3C7B0E326956,00000000000000000870
4000000000000871,3009,4000000000000871=30091011234500001,04EE591F44B73F94,00000000000000000871
4000000000000872,2908,4000000000000872=29081011234500001,04FE5613525C7A78,00000000000000000872
4000000000000873,2507,4000000000000873=25071011234500001,045C2A2644A6690E,00000000000000000873
4000000000000874,2501,4000000000000874=25011011234500001,04DA62DF6AA124FB,00000000000000000874
4000000000000875,2605,4000000000000875=26051011234500001,04FE4F495DF34E50,00000000000000000875
4000000000000876,2706,4000000000000876=27061011234500001,04D3090A3EAF6F5B,00000000000000000876
4000000000000877,2506,4000000000000877=25061011234500001,04FF3033171F1581,00000000000000000877
4000000000000878,2711,4000000000000878=27111011234500001,04944F1274AB5E19,00000000000000000878
4000000000000879,2809,4000000000000879=28091011234500001,04DE730D74A86173,00000000000000000879
4000000000000880,2902,4000000000000880=29021011234500001,044439792F682FA5,00000000000000000880
4000000000000881,3006,4000000000000881=30061011234500001,041B3AA735002F43,00000000000000000881
4000000000000882,2907,4000000000000882=29071011234500001,04B406AD6C0412D3,00000000000000000882
4000000000000883,2709,4000000000000883=27091011234500001,0426042006F974DB,00000000000000000883
4000000000000884,2602,4000000000000884=26021011234500001,04046584206727FC,00000000000000000884
4000000000000885,2701,4000000000000885=27011011234500001,04D345610AEE6A8B,00000000000000000885
4000000000000886,2801,4000000000000886=28011011234500001,041B765604E2169D,00000000000000000886
4000000000000887,3009,4000000000000887=30091011234500001,047A36B9685A40B8,00000000000000000887
4000000000000888,2804,4000000000000888=28041011234500001,0449609F49DB710B,00000000000000000888
4000000000000889,3001,4000000000000889=30011011234500001,049A088F3194175A,00000000000000000889
4000000000000890,2804,4000000000000890=28041011234500001,04F536B60F487599,00000000000000000890
4000000000000891,2510,4000000000000891=25101011234500001,04875AD924ED0FB3,00000000000000000891
4000000000000892,2609,4000000000000892=26091011234500001,041636ED766D6842,00000000000000000892
4000000000000893,2503,4000000000000893=25031011234500001,04954EDB0662718C,00000000000000000893
4000000000000894,2909,4000000000000894=29091011234500001,04EE253F471131B5,00000000000000000894
4000000000000895,2911,4000000000000895=29111011234500001,04BD2C5C3EA04BDB,00000000000000000895
4000000000000896,2908,4000000000000896=29081011234500001,04456A5A102C1852,00000000000000000896
4000000000000897,2912,4000000000000897=29121011234500001,04AE0255140865A0,00000000000000000897
4000000000000898,2811,4000000000000898=28111011234500001,04144C9F18BC3580,00000000000000000898
4000000000000899,3008,4000000000000899=30081011234500001,04CA17C220026E54,00000000000000000899
4000000000000900,2810,4000000000000900=28101011234500001,04576577103B2D64,00000000000000000900
4000000000000901,2706,4000000000000901=27061011234500001,04771C1F06B15646,00000000000000000901
4000000000000902,3009,4000000000000902=30091011234500001,048A590366F918D1,00000000000000000902
4000000000000903,3008,4000000000000903=30081011234500001,04D97FBA60E93DBE,00000000000000000903
4000000000000904,2506,4000000000000904=25061011234500001,04FB40183D3D711C,00000000000000000904
4000000000000905,3012,4000000000000905=30121011234500001,04C562DA28002EAD,00000000000000000905
4000000000000906,2805,4000000000000906=28051011234500001,04F2140C1CF71316,00000000000000000906
4000000000000907,2902,4000000000000907=29021011234500001,048F4F7238C60766,00000000000000000907
4000000000000908,2903,4000000000000908=29031011234500001,046031AF647C0A50,00000000000000000908
4000000000000909,2503,4000000000000909=25031011234500001,040823D31ECB4D8B,00000000000000000909
4000000000000910,2807,4000000000000910=28071011234500001,04982492196B377C,00000000000000000910
4000000000000911,2904,4000000000000911=29041011234500001,04C165A03AC33F2F,00000000000000000911
4000000000000912,2702,4000000000000912=27021011234500001,043B4D6779DB7C88,00000000000000000912
4000000000000913,2603,4000000000000913=26031011234500001,046C52EE6E9A14E9,00000000000000000913
4000000000000914,2501,4000000000000914=25011011234500001,045E0E1B3E6056C4,00000000000000000914
4000000000000915,3006,4000000000000915=30061011234500001,04F7245037A2323E,00000000000000000915
4000000000000916,2502,4000000000000916=25021011234500001,049764004A822335,00000000000000000916
4000000000000917,2801,4000000000000917=28011011234500001,04B23D4E72DE2AB4,00000000000000000917
4000000000000918,3006,4000000000000918=30061011234500001,046B2C1931C222E0,00000000000000000918
4000000000000919,2712,4000000000000919=27121011234500001,04A2316C61553868,00000000000000000919
4000000000000920,2810,4000000000000920=28101011234500001,0460276D2E4324B2,00000000000000000920
4000000000000921,2902,4000000000000921=29021011234500001,04CC3ACA51F13603,00000000000000000921
4000000000000922,2806,4000000000000922=28061011234500001,049324E71AA97051,00000000000000000922
4000000000000923,2903,4000000000000923=29031011234500001,041C340D0C5C105D,00000000000000000923
4000000000000924,2704,4000000000000924=27041011234500001,04AD6C2F63CE18FB,00000000000000000924
4000000000000925,2901,4000000000000925=29011011234500001,043A0A0F23D22529,00000000000000000925
4000000000000926,2904,4000000000000926=29041011234500001,0485108267653140,00000000000000000926
4000000000000927,2910,4000000000000927=29101011234500001,04631A842AE25291,00000000000000000927
4000000000000928,3003,4000000000000928=30031011234500001,04D0246F0399602F,00000000000000000928
4000000000000929,2609,4000000000000929=26091011234500001,04274395489D487A,00000000000000000929
4000000000000930,2802,4000000000000930=28021011234500001,04B74F07684D065D,00000000000000000930
4000000000000931,3008,4000000000000931=30081011234500001,049535265D9626EE,00000000000000000931
4000000000000932,2702,4000000000000932=27021011234500001,041F70DE358C64C7,00000000000000000932
4000000000000933,2805,4000000000000933=28051011234500001,04420F432ACC4DDE,00000000000000000933
4000000000000934,2808,4000000000000934=28081011234500001,04124AF04B48017B,00000000000000000934
4000000000000935,2609,4000000000000935=26091011234500001,042B31DB364B293B,00000000000000000935
4000000000000936,2807,4000000000000936=28071011234500001,0480634D15704594,00000000000000000936
4000000000000937,2908,4000000000000937=29081011234500001,045D08E1692F6917,00000000000000000937
4000000000000938,2703,4000000000000938=27031011234500001,045C230E441875E8,00000000000000000938
4000000000000939,2508,4000000000000939=25081011234500001,04F54465084F284A,00000000000000000939
4000000000000940,2510,4000000000000940=25101011234500001,04B74F0B7216237A,00000000000000000940
4000000000000941,2811,4000000000000941=28111011234500001,04C87F4124AC34D1,00000000000000000941
4000000000000942,2608,4000000000000942=26081011234500001,046978466D69728D,00000000000000000942
4000000000000943,2608,4000000000000943=26081011234500001,04D90771628B2BE4,00000000000000000943
4000000000000944,2702,4000000000000944=27021011234500001,0470430253470EEE,00000000000000000944
4000000000000945,2510,4000000000000945=25101011234500001,046B7A2D6DB7186E,00000000000000000945
4000000000000946,2812,4000000000000946=28121011234500001,04015B0B2E9D41CA,00000000000000000946
4000000000000947,2706,4000000000000947=27061011234500001,044B62600F5F6D75,00000000000000000947
4000000000000948,2809,4000000000000948=28091011234500001,040A0990726F5131,00000000000000000948
4000000000000949,2601,4000000000000949=26011011234500001,04A6330F0D913E8F,00000000000000000949
4000000000000950,2903,4000000000000950=29031011234500001,0490149F32550B0F,00000000000000000950
4000000000000951,2610,4000000000000951=26101011234500001,048B7FD2363B2F77,00000000000000000951
4000000000000952,3008,4000000000000952=30081011234500001,04294A2612090D49,00000000000000000952
4000000000000953,2707,4000000000000953=27071011234500001,04E96C6327406863,00000000000000000953
4000000000000954,3011,4000000000000954=30111011234500001,0490480939BF723B,00000000000000000954
4000000000000955,3004,4000000000000955=30041011234500001,04A120F77AFD1FA0,00000000000000000955
4000000000000956,2709,4000000000000956=27091011234500001,04FA28A35FC874C4,00000000000000000956
4000000000000957,2704,4000000000000957=27041011234500001,041253DD6C5229AF,00000000000000000957
4000000000000958,2505,4000000000000958=25051011234500001,04B626D558A350B4,00000000000000000958
4000000000000959,2708,4000000000000959=27081011234500001,041A5994370E2FCB,00000000000000000959
4000000000000960,2703,4000000000000960=27031011234500001,04447E6E4D8A0C2C,00000000000000000960
4000000000000961,2904,4000000000000961=29041011234500001,04895B59615159A1,00000000000000000961
4000000000000962,2710,4000000000000962=27101011234500001,04DF358E662B644B,00000000000000000962
4000000000000963,2806,4000000000000963=28061011234500001,047F00D7283B11A7,00000000000000000963
4000000000000964,2806,4000000000000964=28061011234500001,043409550CFD3B49,00000000000000000964
4000000000000965,2908,4000000000000965=29081011234500001,041D34866E044454,00000000000000000965
4000000000000966,2704,4000000000000966=27041011234500001,04B95BFC2E750FCD,00000000000000000966
4000000000000967,2601,4000000000000967=26011011234500001,049A62DC31544122,00000000000000000967
4000000000000968,3007,4000000000000968=30071011234500001,04E52C291A0E2519,00000000000000000968
4000000000000969,2803,4000000000000969=28031011234500001,049D5B52356B6922,00000000000000000969
4000000000000970,2508,4000000000000970=25081011234500001,04313D1E30DA0968,00000000000000000970
4000000000000971,2703,4000000000000971=27031011234500001,04687EFB08864993,00000000000000000971
4000000000000972,2503,4000000000000972=25031011234500001,04B01D1500170390,00000000000000000972
4000000000000973,2605,4000000000000973=26051011234500001,04365B15717951AD,00000000000000000973
4000000000000974,2903,4000000000000974=29031011234500001,04A012E676FC12C4,00000000000000000974
4000000000000975,3011,4000000000000975=30111011234500001,04DC5ED86F7931AA,00000000000000000975
4000000000000976,2704,4000000000000976=27041011234500001,04391DC345C4030F,00000000000000000976
4000000000000977,2906,4000000000000977=29061011234500001,048F3A7D4E904DAC,00000000000000000977
4000000000000978,2703,4000000000000978=27031011234500001,04B409B7509216DD,00000000000000000978
4000000000000979,2708,4000000000000979=27081011234500001,045A522851293A17,00000000000000000979
4000000000000980,2905,4000000000000980=29051011234500001,0436192D2BC959A6,00000000000000000980
4000000000000981,2805,4000000000000981=28051011234500001,04A63A3C02BD1F76,00000000000000000981
4000000000000982,3007,4000000000000982=30071011234500001,0420579F7FF349A2,00000000000000000982
4000000000000983,2709,4000000000000983=27091011234500001,04EE1B4361845AFD,00000000000000000983
4000000000000984,2609,4000000000000984=26091011234500001,04FE43432A45160A,00000000000000000984
4000000000000985,2711,4000000000000985=27111011234500001,046952721CB86550,00000000000000000985
4000000000000986,2510,4000000000000986=25101011234500001,04030B542364254F,00000000000000000986
4000000000000987,2606,4000000000000987=26061011234500001,0450586E1AC92C15,00000000000000000987
4000000000000988,2604,4000000000000988=26041011234500001,04D5164258F46255,00000000000000000988
4000000000000989,2506,4000000000000989=25061011234500001,04141ADC46994B77,00000000000000000989
4000000000000990,3008,4000000000000990=30081011234500001,04194EF06721618B,00000000000000000990
4000000000000991,2807,4000000000000991=28071011234500001,049835E6349B23A2,00000000000000000991
4000000000000992,2804,4000000000000992=28041011234500001,04FA49CE2E183680,00000000000000000992
4000000000000993,2912,4000000000000993=29121011234500001,044D09BA785B52EC,00000000000000000993
4000000000000994,2511,4000000000000994=25111011234500001,04A41A6C4C2D4040,00000000000000000994
4000000000000995,2711,4000000000000995=27111011234500001,04C134AC70E85818,00000000000000000995
4000000000000996,2911,4000000000000996=29111011234500001,046C1FD5402536A0,00000000000000000996
4000000000000997,2603,4000000000000997=26031011234500001,0400358256133902,00000000000000000997
4000000000000998,2507,4000000000000998=25071011234500001,041811DE0FDA4C3E,00000000000000000998
4000000000000999,2602,4000000000000999=26021011234500001,04DF12145A7C308C,00000000000000000999
4000000000001000,3007,4000000000001000=30071011234500001,04802324762F38E3,00000000000000001000
4000000000001001,3006,4000000000001001=30061011234500001,04FC054635ED4BA8,00000000000000001001
4000000000001002,2704,4000000000001002=27041011234500001,04890B720017658F,00000000000000001002
4000000000001003,2710,4000000000001003=27101011234500001,04201C0B51642FDA,00000000000000001003
4000000000001004,2911,4000000000001004=29111011234500001,042433C653152F49,00000000000000001004
4000000000001005,3001,4000000000001005=30011011234500001,044A7BE609EA3676,00000000000000001005
4000000000001006,3007,4000000000001006=30071011234500001,04D5792A487D3798,00000000000000001006
4000000000001007,2502,4000000000001007=25021011234500001,04847E2B01044698,00000000000000001007
4000000000001008,2711,4000000000001008=27111011234500001,04F07D2147697123,00000000000000001008
4000000000001009,2708,4000000000001009=27081011234500001,045109F5295B147A,00000000000000001009
4000000000001010,2703,4000000000001010=27031011234500001,04903255041774F4,00000000000000001010
4000000000001011,2910,4000000000001011=29101011234500001,045C53801BF757BD,00000000000000001011
4000000000001012,2704,4000000000001012=27041011234500001,04F231CE3626204D,00000000000000001012
4000000000001013,2506,4000000000001013=25061011234500001,04AB126C361C52C1,00000000000000001013
4000000000001014,2707,4000000000001014=27071011234500001,04B458D01FF57510,00000000000000001014
4000000000001015,2906,4000000000001015=29061011234500001,0483091879AA5C11,00000000000000001015
4000000000001016,2605,4000000000001016=26051011234500001,0436293B1810262B,00000000000000001016
4000000000001017,2511,4000000000001017=25111011234500001,04C40E1119912FA4,00000000000000001017
4000000000001018,2904,4000000000001018=29041011234500001,040556005A6F0F86,00000000000000001018
4000000000001019,2902,4000000000001019=29021011234500001,045F5D4D71B65054,00000000000000001019
4000000000001020,3010,4000000000001020=30101011234500001,04173B0369EA0465,00000000000000001020
4000000000001021,2903,4000000000001021=29031011234500001,043879A5556162D7,00000000000000001021
4000000000001022,2504,4000000000001022=25041011234500001,04462B8B6B39513A,00000000000000001022
4000000000001023,2809,4000000000001023=28091011234500001,049607D111025A2E,00000000000000001023
4000000000001024,2707,4000000000001024=27071011234500001,04487408515B7562,00000000000000001024
4000000000001025,2805,4000000000001025=28051011234500001,04EA7AD023F53A33,00000000000000001025
4000000000001026,2912,4000000000001026=29121011234500001,041D13D9202B6737,00000000000000001026
4000000000001027,2512,4000000000001027=25121011234500001,0491567E04954FD9,00000000000000001027
4000000000001028,2612,4000000000001028=26121011234500001,04A10156249D1885,00000000000000001028
4000000000001029,3011,4000000000001029=30111011234500001,04E467CD24AF373E,00000000000000001029
4000000000001030,2601,4000000000001030=26011011234500001,04C72E4D7ACE5B47,00000000000000001030
4000000000001031,2901,4000000000001031=29011011234500001,04B24ADB563C0E90,00000000000000001031
4000000000001032,3001,4000000000001032=30011011234500001,04AB6CB740EB262A,00000000000000001032
4000000000001033,2709,4000000000001033=27091011234500001,04F21DD50FEB7980,00000000000000001033
4000000000001034,2606,4000000000001034=26061011234500001,047B33431AA67E54,00000000000000001034
